Timestamp,Consent,Age,Gender,Education,Banking_Use,Platform,Aware_Phishing,Aware_OTP,Aware_MFA,Aware_Website,Aware_PublicWiFi,Aware_AI,Aware_Response,Exp_Phishing_Email,Exp_Phishing_SMS,Exp_Phishing_Call,Clicked_Suspicious_Link,Experienced_Fraud,Fraud_Response,Scenario_Email,Scenario_OTP,Scenario_Login_Alert,Scenario_Deepfake_Call,Opinion_MFA,Opinion_Biometrics,Opinion_Alerts,Opinion_FrontEnd,Opinion_AI,Behaviour_UniquePassword,Behaviour_UseMFA,Behaviour_UpdateApp,Behaviour_VerifyWebsite,Bio_Understand,Bio_DataProtection,Bio_PrivacyConcern,Bio_Trust,Bio_ClearInfo,Bio_Willingness,Biometric_Method,Biggest_Concern,Awareness_Score,Awareness_Level,Opinion_Score,Behaviour_Score,Behaviour_Level,Biometric_Score,Biometric_Level
2026-07-04 19:00:41,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Daily,Mobile Banking App,2,1,2,1,2,3,2,No,Not Sure,No,No,No,"I noticed suspicious links or website URLs., The sender's email address looked suspicious., My bank warned me about similar scams., I ignored and deleted the email.",Verify the request using the bank's official website or customer service,Ignore the request but continue the conversation,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,3,3,4,1,1,1,2,4,4,1,2,3,Face ID / Facial Recognition,"Privacy of biometric data, Risk of biometric data being stolen",1.8571428571428572,High Awareness,2.4,1.75,Good Practice,2.6666666666666665,Moderate Understanding
2026-07-04 19:10:00,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Weekly,Mobile Banking App,5,4,5,5,5,5,5,Not Sure,Not Sure,Not Sure,Not Sure,No,I was unsure whether it was a phishing attempt.,Click the link immediately,Share the OTP,Change your password immediately and contact the bank,End the call without checking,1,1,2,2,3,4,4,4,4,5,5,5,5,1,1,Face ID / Facial Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used",4.857142857142857,Low Awareness,1.8,4.0,Poor Practice,3.6666666666666665,Low Understanding
2026-07-04 19:14:02,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Rarely,Mobile Banking App,2,4,1,3,5,5,4,No,No,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,4,5,2,4,3,3,3,5,5,2,2,4,4,2,2,Fingerprint Recognition,Privacy of biometric data,3.4285714285714284,Low Awareness,3.6,4.0,Poor Practice,2.6666666666666665,Moderate Understanding
2026-07-04 19:18:35,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Daily,Mobile Banking App,2,1,2,3,1,2,2,No,Yes,No,Not Sure,No,Not Applicable,Verify the request using the bank's official website or customer service,Ignore the request but continue the conversation,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,3,3,4,3,3,3,5,2,4,1,3,1,2,I do not use biometric authentication,"Privacy of biometric data, Risk of biometric data being stolen, Lack of understanding of how biometric data is used",1.8571428571428572,High Awareness,2.8,3.5,Poor Practice,2.1666666666666665,Moderate Understanding
2026-07-04 19:21:47,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Bachelor's Degree,Daily,Both equally,3,1,2,2,5,2,2,No,No,No,No,No,"I noticed suspicious links or website URLs., The message requested sensitive information (passwords, PINs, OTPs)., My bank warned me about similar scams., I ignored and deleted the email., I reported it to my bank.",Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,1,3,2,2,1,3,1,1,2,1,3,3,1,2,I do not use biometric authentication,"Privacy of biometric data, Risk of biometric data being stolen",2.4285714285714284,Moderate Awareness,2.0,1.5,Good Practice,2.0,High Understanding
2026-07-04 20:33:50,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Female,Diploma,Daily,Mobile Banking App,3,1,4,1,1,1,2,No,No,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,3,1,3,3,1,3,3,1,1,2,1,1,1,1,Face ID / Facial Recognition,Privacy of biometric data,1.8571428571428572,High Awareness,2.6,2.0,Good Practice,1.1666666666666667,High Understanding
2026-07-04 21:06:11,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Diploma,Daily,Internet Banking Website,1,1,1,1,1,1,1,No,Yes,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,End the call without checking,1,3,2,3,4,1,1,1,1,1,3,1,3,1,1,Fingerprint Recognition,"Privacy of biometric data, Risk of biometric data being stolen",1.0,High Awareness,2.6,1.0,Good Practice,1.6666666666666667,High Understanding
2026-07-05 00:36:27,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Bachelor's Degree,Daily,Mobile Banking App,1,1,1,1,1,1,1,No,Yes,No,Not Sure,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,End the call without checking,1,2,2,2,2,1,1,1,1,1,2,2,2,3,2,"Face ID / Facial Recognition, Fingerprint Recognition",I have no concerns,1.0,High Awareness,1.8,1.0,Good Practice,2.0,High Understanding
2026-07-05 00:49:07,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Monthly,Internet Banking Website,1,1,1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,I noticed suspicious links or website URLs.,Click the link immediately,Share the OTP,Ignore it,Approve the transaction,1,1,2,3,4,3,3,4,5,3,4,5,2,1,3,Face ID / Facial Recognition,Risk of biometric data being stolen,1.0,High Awareness,2.2,3.75,Poor Practice,3.0,Moderate Understanding
2026-07-05 01:52:02,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Bachelor's Degree,Daily,Mobile Banking App,2,1,1,2,2,1,1,Not Sure,Yes,No,No,No,Not Applicable,Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,1,1,1,3,1,1,1,3,1,1,1,2,2,1,1,Face ID / Facial Recognition,"Privacy of biometric data, Risk of biometric data being stolen, Lack of understanding of how biometric data is used",1.4285714285714286,High Awareness,1.4,1.5,Good Practice,1.3333333333333333,High Understanding
2026-07-05 04:56:51,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Bachelor's Degree,Weekly,Mobile Banking App,1,1,1,1,1,1,1,No,No,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,1,1,1,2,3,1,1,1,1,1,1,2,3,2,4,Face ID / Facial Recognition,"Privacy of biometric data, Risk of biometric data being stolen, Lack of understanding of how biometric data is used",1.0,High Awareness,1.6,1.0,Good Practice,2.1666666666666665,Moderate Understanding
2026-07-05 05:52:33,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Female,Bachelor's Degree,Weekly,Mobile Banking App,1,1,1,1,1,2,3,Not Sure,No,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,4,4,4,4,4,3,1,1,3,3,3,3,3,3,3,I do not use biometric authentication,"Risk of biometric data being stolen, Accuracy of biometric authentication",1.4285714285714286,High Awareness,4.0,2.0,Good Practice,3.0,Moderate Understanding
2026-07-05 06:05:41,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Female,Bachelor's Degree,Weekly,Mobile Banking App,2,2,2,2,2,2,2,No,No,No,No,No,I noticed suspicious links or website URLs.,Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,3,1,3,3,2,2,2,2,2,2,"Face ID / Facial Recognition, Fingerprint Recognition","Privacy of biometric data, Risk of biometric data being stolen",2.0,High Awareness,2.0,2.5,Moderate Practice,2.0,High Understanding
2026-07-05 15:24:10,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Male,Bachelor's Degree,Monthly,Both equally,4,1,1,4,5,5,3,No,No,No,Not Sure,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,End the call without checking,1,1,3,3,1,1,3,4,5,1,1,4,1,2,2,Fingerprint Recognition,I have no concerns,3.2857142857142856,Low Awareness,1.8,3.25,Poor Practice,1.8333333333333333,High Understanding
2026-07-07 00:09:59,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Bachelor's Degree,Daily,Mobile Banking App,4,3,3,2,2,2,1,No,No,No,Yes,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,3,4,4,3,3,2,3,2,3,2,3,"Face ID / Facial Recognition, Fingerprint Recognition",Privacy of biometric data,2.4285714285714284,Moderate Awareness,2.2,3.5,Poor Practice,2.5,Moderate Understanding
2026-07-08 11:50:56,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Diploma,Weekly,Internet Banking Website,2,4,2,4,2,4,4,No,No,Yes,Not Sure,No,I was unsure whether it was a phishing attempt.,Click the link immediately,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,4,5,5,5,3,3,3,3,3,3,Fingerprint Recognition,Lack of understanding of how biometric data is used,3.142857142857143,Low Awareness,2.0,4.75,Poor Practice,3.0,Moderate Understanding
2026-07-08 11:52:36,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Prefer not to say,Secondary School,Daily,Internet Banking Website,4,4,3,3,3,2,2,No,No,No,No,No,"My bank warned me about similar scams., I reported it to my bank., I clicked the link before realizing it was suspicious.",Verify the request using the bank's official website or customer service,Ask why it is needed,Delete the notification,Verify the request using the bank's official contact details,4,3,3,3,3,3,4,5,4,2,2,3,3,3,3,"Face ID / Facial Recognition, Fingerprint Recognition",Privacy of biometric data,3.0,Moderate Awareness,3.2,4.0,Poor Practice,2.6666666666666665,Moderate Understanding
2026-07-08 13:21:00,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Diploma,Daily,Internet Banking Website,3,3,3,3,3,3,3,Yes,Yes,Yes,No,No,"My bank warned me about similar scams., I reported it to my bank.",Verify the request using the bank's official website or customer service,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,5,5,5,5,2,2,2,2,2,2,Fingerprint Recognition,Privacy of biometric data,3.0,Moderate Awareness,2.0,5.0,Poor Practice,2.0,High Understanding
2026-07-09 06:51:52,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Master's Degree,Daily,Mobile Banking App,3,1,1,2,1,1,2,No,No,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,1,2,1,2,2,1,1,1,1,2,3,4,3,1,3,"Face ID / Facial Recognition, Voice Recognition",Accuracy of biometric authentication,1.5714285714285714,High Awareness,1.6,1.0,Good Practice,2.6666666666666665,Moderate Understanding
2026-07-09 08:42:45,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Prefer not to say,N/A,Monthly,Internet Banking Website,5,5,5,5,5,5,5,Not Sure,Not Sure,Not Sure,Not Sure,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes., The sender's email address looked suspicious., The message requested sensitive information (passwords, PINs, OTPs)., My bank warned me about similar scams., I ignored and deleted the email., I reported it to my bank., I clicked the link before realizing it was suspicious., I was unsure whether it was a phishing attempt., N/A",Reply to the email,Share the OTP,Wait to see if it happens again,Approve the transaction,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,N/A,N/A,5.0,Low Awareness,5.0,4.0,Poor Practice,5.0,Low Understanding
2026-07-09 11:04:27,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Secondary School,Weekly,Internet Banking Website,2,3,3,3,4,5,5,Not Sure,Not Sure,No,No,No,Not Applicable,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,3,3,3,3,4,4,4,4,3,2,3,4,5,3,"Fingerprint Recognition, Voice Recognition","Privacy of biometric data, Risk of biometric data being stolen",3.5714285714285716,Low Awareness,3.0,4.0,Poor Practice,3.3333333333333335,Low Understanding
